Artist_ID,Objects_1_ID,Disp_Access_No,Alt_Title,Dedication,Disp_Dimen,Disp_Title,Department,Disp_Medium,Disp_Obj_Type,Disp_Create_DT,_Disp_Start_Dat,_Disp_End_Date
1384,186,2013.462,,The Lunder Collection,(252 x 176 mm; 370 x 242 mm),"W. Jones, Lime-Burner, Thames Street",Permanent Collection,Etching and drypoint in black ink on ivory laid paper; second (final) state,Graphics,1859,1859,1859
1384,187,2013.372,,The Lunder Collection,13 in. x 8 1/4 in. (33.02 cm x 20.96 cm),"Little Draped Figure, Leaning",Permanent Collection,Lithograph,Graphics,1893,1893,1893
284,188,2013.032,,The Lunder Collection,19 1/2 in. x 24 1/2 in. x 7 in. (49.53 cm x 62.23 cm x 17.78 cm),Untitled,Temporary Loan,Painted metal and wire,Sculpture,c. 1945,1940,1950
324,189,2013.095,,The Lunder Collection,32 in. x 24 in. (81.28 cm x 60.96 cm),"Package on a Table, Project",Permanent Collection,"Lithograph and silkscreen with collage of fabric, twine, and staples; pencil additions on Rag paper, mounted on 2-ply gray cardboard",Graphics,1989,1989,1989
1384,190,2013.342,,The Lunder Collection,7 1/8 in. x 10 5/8 in. (18.1 cm x 26.99 cm),Early Morning,Permanent Collection,Lithotint on paper,Graphics,1878,1878,1878
1384,191,022.2007,,The Lunder Collection,(plate and sheet: 95 x 134 mm),Petticoat Lane,Temporary Loan,Etching and drypoint in dark brown ink on cream laid paper; second (final) state,Graphics,1887,1887,1887
889,193,023.1998,,Promised gift of Norma B. Marin,,"Porta San Marco, Venice",Temporary Loan,Etching on paper,Graphics,1907,1907,1907
1384,194,2013.420,,The Lunder Collection,11 7/16 x 8 7/16 in. (29.1 x 21.5 cm),Rotherhithe,Permanent Collection,Etching and drypoint in black ink on off-white paper; sixth (final) state,Graphics,1860,1860,1860
1384,195,2013.442,,The Lunder Collection,11 1/4 in. x 9 in. (28.58 cm x 22.86 cm),The Blacksmith,Permanent Collection,"Lithograph, third (final) state",Graphics,1895,1895,1895
730,196,023.2004,,Promised gift of the artist,126 in. x 240 in. (320.04 cm x 609.6 cm),West 2,Temporary Loan,Oil on canvas,Painting,1998,1998,1998
1384,197,2013.354,,The Lunder Collection,10 in. x 7 5/8 in. x 1 1/4 in. (25.4 cm x 19.37 cm x 3.18 cm),Whistler Sketchbook (General Pelouze&#39;s Album),Permanent Collection,Paper on red leather and gold,Drawing,19th century,1800,1899
1384,198,2013.428,,The Lunder Collection,13 7/8 x 10 3/4 in. (35.2 x 27.3 cm),Study (Maud Franklin),Permanent Collection,Lithograph on paper,Graphics,1878,1878,1878
1384,199,023.2007,,The Lunder Collection,(163 x 103 mm; 168 x 103 mm),Drury Lane,Temporary Loan,Etching in dark brown ink on tan laid paper; only state,Graphics,1880-1881,1880,1881
889,201,024.1998,,Promised gift of Norma B. Marin,,"Movement - Grain Elevators, No. 1",Temporary Loan,Etching on paper,Graphics,1916,1916,1916
1384,202,2013.387,,The Lunder Collection,(200 x 297 mm; 208 x 298 mm),Nocturne,Permanent Collection,Etching and drypoint in brown ink on ivory laid paper; ninth (final) state,Graphics,1879-1880,1879,1880
1384,203,2013.492,,The Lunder Collection,15 1/8 in. x 10 5/16 in. (38.42 cm x 26.19 cm),Unfinished Sketch of Lady Haden,Permanent Collection,Lithograph (second state of three) on cream laid paper,Graphics,1895,1895,1895
1384,204,2013.322,,The Lunder Collection,8 7/8 x 14 3/16 in. (22.6 x 36 cm),Black Lion Wharf,Permanent Collection,Etching in black ink on ivory laid paper; fourth (final) state,Graphics,1859,1859,1859
526,205,2013.126,,The Lunder Collection,32 5/16 in. x 17 3/8 in. x 21 5/8 in. (82.07 cm x 44.13 cm x 54.93 cm),The Minuteman,Permanent Collection,Bronze,Sculpture,1889,1889,1889
1384,207,024.2007,,The Lunder Collection,(plate: 126 x 201 mm),Islands: Evening,Temporary Loan,Drypoint in dark brown ink on off-white laid paper; fourth (final) state,Graphics,1879-1880,1879,1880
889,209,025.1998,,Promised gift of Norma B. Marin,7 3/4 in. x 9 1/2 in. (19.69 cm x 24.13 cm),"Grain Elevators, Abstraction",Temporary Loan,Etching on paper,Graphics,1917,1917,1917
1384,210,2013.445,,The Lunder Collection,10 5/8 in. x 8 7/16 in. (26.99 cm x 21.43 cm),The Doctor,Permanent Collection,Lithograph (only state) on white chine,Graphics,1894,1894,1894
1384,211,2013.435,,The Lunder Collection,(152 x 225 mm; 226 x 360 mm),Thames Police,Permanent Collection,Etching and drypoint in black ink on ivory laid paper; fifth state (of six),Graphics,1859,1859,1859
1384,213,2013.388,,The Lunder Collection,(plate: 73 x 167 mm),The Dance House: Nocturne,Permanent Collection,Etching and drypoint in brown ink on ivory laid paper; sixth (final) state,Graphics,1889,1889,1889
1384,214,025.2007,,The Lunder Collection,(plate: 341 x 161 mm),The Venetian Mast,Temporary Loan,Etching and drypoint in dark brown ink on cream laid paper; twelfth (final) state,Graphics,1879-1880,1879,1880
889,216,026.1998,,Promised gift of Norma B. Marin,,"Street Scene, Abstraction",Temporary Loan,Etching on paper,Graphics,1917,1917,1917
1384,217,026.2002,,The Lunder Collection,,Original Backing to Savoy Scaffolding,Temporary Loan,Paper on wood,Drawing,c. 1888,1883,1893
1384,218,2013.365,,The Lunder Collection,(210 x 146 mm; 390 x 302 mm),La Vieille aux Loques,Permanent Collection,Etching and drypoint in black ink on off-white Japanese paper laid down on ivory wove paper (chine coll&#233;); third state (of four),Graphics,1858,1858,1858
1384,219,2013.453,,The Lunder Collection,(194 x 314 mm; 225 x 361 mm),The Forge,Permanent Collection,Drypoint in black ink on off-white laid paper; fifth state (of six),Graphics,1861,1861,1861
661,220,2013.141,,The Lunder Collection,17 1/4 in. x 48 in. x 21 in. (43.82 cm x 121.92 cm x 53.34 cm),Under a Rock: Crack the Pelvis,Permanent Collection,Granite,Sculpture,1986,1986,1986
1741,221,026.2006,,The Lunder Collection,,Whistler with Cape and Cane,Temporary Loan,,Photograph,c. 1885,1880,1890
380,222,2013.101,,The Lunder Collection,54 3/8 in. x 25 in. x 20 in. (138.11 cm x 63.5 cm x 50.8 cm),Adam and Eve,Permanent Collection,Marble,Sculpture,1856,1856,1856
889,224,027.1998,,Promised gift of Norma B. Marin,,"Downtown, New York, Three Movements",Temporary Loan,Etching on paper,Graphics,1925,1925,1925
730,225,027.2002,,Promised gift of the artist,120 1/2 in. x 216 in. (306.07 cm x 548.64 cm),Tan Woods,Temporary Loan,Oil on canvas,Painting,1993,1993,1993
1384,226,2013.352,,The Lunder Collection,(162 x 110 mm; 246 x 181 mm),Fumette,Permanent Collection,Etching in black ink on cream Japanese paper; fifth (final) state,Graphics,1858,1858,1858
1384,227,2013.401,,The Lunder Collection,(76 x 203 mm; 102 x 230 mm),Old Westminster Bridge,Permanent Collection,Etching and drypoint in black ink on ivory laid paper; third state (of four),Graphics,1859,1859,1859
1741,229,027.2006,,The Lunder Collection,13 1/2 in. x 16 15/16 in. (34.29 cm x 43.02 cm),"Cheyne Walk, Battersea Bridge Pier",Temporary Loan,Albumen print,Photograph,,,
730,230,027.2007,,Promised gift of the artist,30 in. x 40 in. (76.2 cm x 101.6 cm),Unfamiliar Image,Temporary Loan,Silkscreen on paper,Graphics,2001,2001,2001
889,232,028.1998,,Promised gift of Norma B. Marin,,St. Paul&#39;s Against the El,Temporary Loan,Etching on paper,Graphics,1930,1930,1930
730,233,028.2002,,Promised gift of the artist ,105 in. x 240 in. (266.7 cm x 609.6 cm),Green Dusk,Temporary Loan,Oil on canvas,Painting,1996,1996,1996
1384,234,2013.423,,The Lunder Collection,(134 x 97 mm; 210 x 140 mm),"Seymour Haden, Jr, Seated",Permanent Collection,Etching in black ink on ivory laid paper; third (final) state,Graphics,1857-1858,1857,1858
1384,235,2013.418,,The Lunder Collection,(273 x 200 mm; 361 x 230 mm),Rotherhithe,Permanent Collection,Etching and drypoint in black ink on ivory laid paper; sixth (final) state,Graphics,1860,1860,1860
919,236,028.2006,,The Lunder Collection,10 in. x 6 11/16 in. (25.4 cm x 16.99 cm),Portrait of Whistler,Temporary Loan,Albumen print,Photograph,c. 1885,1880,1890
730,237,028.2007,,Promised gift of the artist,35 3/4 in. x 35 in. (90.81 cm x 88.9 cm),Morning,Temporary Loan,Woodblock on paper (rives bfk),Graphics,2001,2001,2001
889,239,029.1998,,Promised gift of Norma B. Marin,,Approach to the Bridge,Temporary Loan,Etching on paper,Graphics,1931,1931,1931
156,240,2013.008,,The Lunder Collection,33 in. x 24 in. x 16 in. (83.82 cm x 60.96 cm x 40.64 cm),Emancipation Group,Permanent Collection,Bronze,Sculpture,1865,1865,1865
1384,241,2013.326,,The Lunder Collection,(101 x 167 mm; 124 x 193 mm),Chelsea Bridge and Church,Permanent Collection,Etching and drypoint in black ink on cream laid paper; fifth state (of seven),Graphics,1871,1871,1871
1384,242,2013.398,,The Lunder Collection,(137 x 213 mm; 231 x 360 mm),Old Hungerford Bridge,Permanent Collection,Etching and drypoint in black ink on ivory laid paper; fourth (final) state,Graphics,1861,1861,1861
1741,244,029.2006,,The Lunder Collection,6 13/16 in. x 9 in. (17.3 cm x 22.86 cm),Whistler with Mortimer Menpes and William Merritt Chase,Temporary Loan,Platinum print,Photograph,c. 1885,1880,1890
730,245,029.2007,,Promised gift of the artist,12 3/4 in. x 11 3/4 in. (32.39 cm x 29.85 cm),Cecily (Gray),Temporary Loan,Woodcut on paper (okawara),Graphics,2002,2002,2002
889,247,030.1998,,Promised gift of Norma B. Marin,,"Brooklyn Bridge - On the Bridge, No.1",Temporary Loan,Etching on paper,Graphics,1944,1944,1944
1384,248,2013.497,,The Lunder Collection,(80 x 184 mm; 83 x 184 mm),Wild West: Indians,Permanent Collection,Etching and drypoint in black ink on ivory laid paper; only state,Graphics,1887,1887,1887
1384,249,2013.473,,The Lunder Collection,(137 x 213 mm; 164 x 241 mm),The Pool,Permanent Collection,Etching and drypoint in black ink on ivory laid paper; sixth (final) state,Graphics,1859,1859,1859
740,251,030.2006.A-F,,The Lunder Collection,,The Etched Work of Whistler,Temporary Loan,,Graphics,,,
730,252,030.2007,,Promised gift of the artist,12 3/4 in. x 11 3/4 in. (32.39 cm x 29.85 cm),Cecily (Black),Temporary Loan,Woodcut on paper (okawara),Graphics,2002,2002,2002
889,254,031.1998,,Promised gift of Norma B. Marin,22 in. x 18 in. (55.88 cm x 45.72 cm),A Looking Back-The Marin Family,Temporary Loan,Oil and graphite on canvas,Painting,1953,1953,1953
1384,255,2013.429,,The Lunder Collection,16 7/16 in. x 12 3/8 in. (41.75 cm x 31.43 cm),Study,Permanent Collection,"Lithotint with crayon and scraping in dark brown ink, first state (of two) on Ja",Graphics,1878,1878,1878
1384,256,2013.349,,The Lunder Collection,(92 x 127 mm; 92 x 130 mm),"Fish Women, Ostend",Permanent Collection,Etching and drypoint in dark brown ink on cream laid; first state (of two),Graphics,1887,1887,1887
1384,257,2013.317,,The Lunder Collection,14 3/16 x 9 in. (36.1 x 22.9 cm),"J. Becquet, Sculptor",Permanent Collection,Etching and drypoint in black ink on ivory laid paper; fifth state (of six),Graphics,1859,1859,1859
1384,258,2013.343,,The Lunder Collection,(214 x 139 mm; 332 x 213 mm),Elinor Leyland,Permanent Collection,Drypoint in black ink on ivory laid paper; sixth state (of eight),Graphics,1874,1874,1874
730,259,031.2007,,Promised gift of the artist,12 3/4 in. x 11 3/4 in. (32.39 cm x 29.85 cm),Cecily (Silver),Temporary Loan,Woodcut on paper (hosho),Graphics,2002,2002,2002
1384,261,2013.459,,The Lunder Collection,12 3/4 x 7 15/16 in. (32.4 x 20.2 cm),The Guitar Player (M.W. Ridley),Permanent Collection,Drypoint in black ink on ivory laid paper; first state (of seven),Graphics,1874-1875,1874,1875
1384,262,2013.433,,The Lunder Collection,(125 x 174 mm; 128 x 174 mm),"Little Terrace, Luxembourg Gardens",Permanent Collection,Etching in black ink on cream Japanese paper; only state,Graphics,1889-1890,1889,1890
1384,263,2013.464,,The Lunder Collection,(251 x 175 mm; 360 x 228 mm),"W. Jones, Lime-Burner, Thames Street",Permanent Collection,Etching and drypoint in black ink on ivory laid paper; second (final) state),Graphics,1859,1859,1859
1384,264,2013.378,,The Lunder Collection,13 1/16 in. x 8 7/8 in. (33.18 cm x 22.54 cm),Maunder&#39;s Fish Shop,Permanent Collection,Transfter lithograph on paper,Graphics,1890,1890,1890
730,265,032.2007,,Promised gift of the artist,16 1/2 in. x 16 1/4 in. (41.91 cm x 41.28 cm),Vivien,Temporary Loan,Woodcut on paper (okaawara),Graphics,2002,2002,2002
1384,267,2013.411,,The Lunder Collection,(229 x 149 mm; 279 x 199 mm),Quiet Canal,Permanent Collection,Etching and drypoint in dark brown ink on cream laid paper; fourth (final) state,Graphics,1879-1880,1879,1880
1384,268,2013.455,,The Lunder Collection,12 1/8 in. x 7 1/8 in. (30.8 cm x 18.1 cm),The Garden Porch,Permanent Collection,"Lithograph, only state",Graphics,1894,1894,1894
1384,269,2013.469,,The Lunder Collection,(102 x 124 mm; 211 x 224 mm),The Little Pool,Permanent Collection,Etching and drypoint in black ink on off-white laid paper; ninth (final) state,Graphics,1861,1861,1861
1384,270,2013.362,,The Lunder Collection,(125 x 203 mm; 140 x 231 mm),Landscape with Horses,Permanent Collection,Etching and drypoint in black ink on cream wove paper; first state (of two),Graphics,1859,1859,1859
730,271,033.2007,,Promised gift of the artist,,Jessica,Temporary Loan,Softground etching on paper,Graphics,2002,2002,2002
1384,273,2013.424,,The Lunder Collection,(275 x 149 mm; 333 x 219 mm),"Shipbuilder&#39;s Yard, Liverpool",Permanent Collection,Drypoint in black ink on ivory laid paper; second state (of four),Graphics,1875,1875,1875
1384,274,2013.325,,The Lunder Collection,(plate: 133 x 217 mm),"Caf&#233; Corazza, Paris",Permanent Collection,Etching in black ink on off-white laid paper; only state,Graphics,1897,1897,1897
1384,275,2013.338,,The Lunder Collection,(137 x 213 mm; 228 x 360 mm),Eagle Wharf,Permanent Collection,Etching in black ink on ivory laid paper; only state,Graphics,1859,1859,1859
1384,276,2013.363,,The Lunder Collection,(125 x 203 mm; 187 x 304 mm),Landscape with Horses,Permanent Collection,Etching and drypoint in black ink on cream laid paper; second state (of two),Graphics,1859,1859,1859
730,277,034.2007,,Promised gift of the artist,,Alba,Temporary Loan,Softground etching on paper,Graphics,2002,2002,2002
1384,280,2013.454,,The Lunder Collection,6 15/16 in. x 9 5/8 in. (17.62 cm x 24.45 cm),"The Forge, Passage Du Dragon",Permanent Collection,"Lithograph, first state (of three)",Graphics,1894,1894,1894
1384,281,2013.437,,The Lunder Collection,(76 x 203 mm; 213 x 343 mm),Thames Warehouses,Permanent Collection,Etching and drypoint in black ink on cream laid paper; fourth state (of five),Graphics,1859,1859,1859
1384,282,2013.393,,The Lunder Collection,(98 x 131 mm; 140 x 144 mm),Nursemaid and Child,Permanent Collection,Etching and drypoint in black ink on cream laid paper; first state (of two),Graphics,1859,1859,1859
730,283,035.2007,,Promised gift of the artist,,Yvonne,Temporary Loan,Softground etching on paper,Graphics,2002,2002,2002
1384,285,2013.465,,The Lunder Collection,(225 x 152 mm; 230 x 152 mm),The Little Lagoon,Permanent Collection,Etching and drypoint in dark brown ink on tan laid paper; second (final) state,Graphics,1879-1880,1879,1880
1384,286,2013.479,,The Lunder Collection,8 3/4 in. x 11 1/4 in. (22.23 cm x 28.58 cm),The Sisters,Permanent Collection,"Lithograph, first state (of two)",Graphics,1894-1895,1894,1895
1384,287,2013.366,,The Lunder Collection,(127 x 200 mm; 229 x 361 mm),Limehouse,Permanent Collection,Etching and drypoint in black ink on ivory laid paper; fourth state (of six),Graphics,1859,1859,1859
1384,288,2013.311,,The Lunder Collection,15 7/8 in. x 9 3/4 in. (40.32 cm x 24.77 cm),Afternoon Tea,Permanent Collection,"Transfer lithograph, only state on paper",Graphics,1897,1897,1897
730,289,036.2007,,Promised gift of the artist,14 in. x 17 3/4 in. (35.56 cm x 45.09 cm),Gray Leaves,Temporary Loan,Linocut on paper (hosho),Graphics,2003,2003,2003
1384,291,2013.373,,The Lunder Collection,(125 x 174 mm; 128 x 174 mm),"Little Market-Place, Tours",Permanent Collection,Etching and drypoint in black ink on cream laid paper; only state,Graphics,1888,1888,1888
1384,292,2013.355,,The Lunder Collection,13 in. x 9 3/4 in. (33.02 cm x 24.77 cm),Girl with Bowl,Permanent Collection,"Lithograph, only state",Graphics,1895,1895,1895
1384,293,2013.328,,The Lunder Collection,(101 x 167 mm; 214 x 276 mm),Chelsea Bridge and Church,Permanent Collection,Etching and drypoint in black ink on ivory laid paper; seventh (final) state,Graphics,1871,1871,1871
1384,294,2013.395,,The Lunder Collection,11 1/4 in. x 18 1/8 in. (28.58 cm x 46.04 cm),Old Battersea Bridge,Permanent Collection,"Lithograph, second state (of two) on paper",Graphics,1879 (and 1887),1879,1879
730,295,037.2007,,Promised gift of the artist, (),Sailor Hat,Temporary Loan,Linocut on paper (iyo),Graphics,2003,2003,2003
1384,297,2013.356,"Grande Place, Brussels",The Lunder Collection,(221 x 143 mm; 224 x 143 mm),"Grand&#39;Place, Brussels",Permanent Collection,Etching and drypoint in black ink on cream Japanese paper; second state (of two),Graphics,1887,1887,1887
1384,298,2013.345,,The Lunder Collection,11 in. x 9 in. (27.94 cm x 22.86 cm),Father and Son,Permanent Collection,"Lithograph, only state",Graphics,1895,1895,1895
1384,299,2013.381,,The Lunder Collection,(102 x 127 mm; 216 x 241 mm),Millbank,Permanent Collection,Etching and drypoint in black ink on ivory laid paper; fifth (final) state,Graphics,1861,1861,1861
1384,300,2013.447,,The Lunder Collection,11 1/2 in. x 9 1/4 in. (29.21 cm x 23.5 cm),"The Draped Figure, Seated",Permanent Collection,Transfer lithograph on paper,Graphics,1893,1893,1893
730,301,038.2007,,Promised gift of the artist,39 1/2 in. x 28 1/2 in. (100.33 cm x 72.39 cm),Yarrow,Temporary Loan,"Linocut on paper (okawara, natural)",Graphics,2003,2003,2003
1384,304,2013.489,,The Lunder Collection,(150 X 80 mm; 152 X 80 mm),"Tour Saint Antoine, Loches",Permanent Collection,Etching in dark brown ink on ivory laid paper; only state,Graphics,1888,1888,1888
1384,305,2013.318,,The Lunder Collection,(150 x 222 mm; 227 x 152 mm),Bibi Lalouette,Permanent Collection,Etching and drypoint in black ink on off-white Japanese paper; second (final) state,Graphics,1859,1859,1859
1384,306,2013.340,,The Lunder Collection,(114 x 150 mm; 224 x 276 mm),Battersea Dawn (Cadogan Pier),Permanent Collection,Etching and drypoint in black ink on cream laid paper; second (final) state,Graphics,1863,1863,1863
1384,307,039.2005,,The Lunder Collection,,Labels From Verso From Elinor Leyland,Temporary Loan,,Graphics,19th century,1800,1899
